    11     1    11                                                                                                 
     1     1     1 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000  2.2151364E-030  0.0000000E+000 
     1     1     2 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000  1.4151309E-029  0.0000000E+000 
     1     1     3 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000  3.4836352E-031  0.0000000E+000 
     1     1     4  3.7224334E+000  3.9224334E+000  3.4686945E+000  0.0000000E+000 -9.9924572E-031  0.0000000E+000 
     1     1     5  3.7224334E+000  3.9224334E+000  3.4686945E+000  0.0000000E+000  8.0224651E-031  0.0000000E+000 
     1     1     6  3.7224334E+000  3.9224334E+000  3.4686945E+000  0.0000000E+000  1.0977385E-030  0.0000000E+000 
     1     1     7 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000 -5.1899657E-030  0.0000000E+000 
     1     1     8 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000 -2.7476821E-030  0.0000000E+000 
     1     1     9 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000  1.3046486E-029  0.0000000E+000 
     1     1    10 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000  7.1585366E-030  0.0000000E+000 
     1     1    11 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000 -8.9015354E-030  0.0000000E+000 
     2     1     1 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000  1.2875027E-013  0.0000000E+000 
     2     1     2 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000 -4.5424021E-013  0.0000000E+000 
     2     1     3 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000 -7.7916690E-015  0.0000000E+000 
     2     1     4  3.7224334E+000  3.9224334E+000  3.4686945E+000  0.0000000E+000  1.8416505E-014  0.0000000E+000 
     2     1     5  3.7224334E+000  3.9224334E+000  3.4686945E+000  0.0000000E+000  3.7305744E-014  0.0000000E+000 
     2     1     6  3.7224334E+000  3.9224334E+000  3.4686945E+000  0.0000000E+000  1.6262827E-014  0.0000000E+000 
     2     1     7 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000  2.2906008E-014  0.0000000E+000 
     2     1     8 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000 -3.8152280E-013  0.0000000E+000 
     2     1     9 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000  6.6540782E-014  0.0000000E+000 
     2     1    10 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000  1.4014640E-013  0.0000000E+000 
     2     1    11 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000  1.7449281E-013  0.0000000E+000 
     3     1     1 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000 -4.2765193E-014  0.0000000E+000 
     3     1     2 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000  9.6475392E-014  0.0000000E+000 
     3     1     3 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000  1.3447980E-014  0.0000000E+000 
     3     1     4  3.7224334E+000  3.9224334E+000  3.4686945E+000  0.0000000E+000 -2.3044264E-015  0.0000000E+000 
     3     1     5  3.7224334E+000  3.9224334E+000  3.4686945E+000  0.0000000E+000 -8.6128880E-015  0.0000000E+000 
     3     1     6  3.7224334E+000  3.9224334E+000  3.4686945E+000  0.0000000E+000 -5.1527829E-015  0.0000000E+000 
     3     1     7 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000  2.4865615E-014  0.0000000E+000 
     3     1     8 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000  1.4168380E-013  0.0000000E+000 
     3     1     9 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000 -4.1215203E-014  0.0000000E+000 
     3     1    10 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000 -7.4449885E-014  0.0000000E+000 
     3     1    11 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000 -3.2511013E-014  0.0000000E+000 
     4     1     1 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000 -1.1531558E-013  0.0000000E+000 
     4     1     2 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000  3.9479726E-013  0.0000000E+000 
     4     1     3 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000  1.0413429E-014  0.0000000E+000 
     4     1     4  3.7224334E+000  3.9224334E+000  3.4686945E+000  0.0000000E+000 -1.5522843E-014  0.0000000E+000 
     4     1     5  3.7224334E+000  3.9224334E+000  3.4686945E+000  0.0000000E+000 -3.2941410E-014  0.0000000E+000 
     4     1     6  3.7224334E+000  3.9224334E+000  3.4686945E+000  0.0000000E+000 -1.5561377E-014  0.0000000E+000 
     4     1     7 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000 -3.3433863E-015  0.0000000E+000 
     4     1     8 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000  3.7940235E-013  0.0000000E+000 
     4     1     9 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000 -8.0992807E-014  0.0000000E+000 
     4     1    10 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000 -1.4793145E-013  0.0000000E+000 
     4     1    11 -2.0912530E-001  1.7908747E+000  3.4923956E+000  0.0000000E+000 -1.5349551E-013  0.0000000E+000 
