    11     1    11                                                                                                 
     1     1     1  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000  1.0068802E-033  0.0000000E+000 
     1     1     2  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000  6.4324132E-033  0.0000000E+000 
     1     1     3  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000  1.5834705E-034  0.0000000E+000 
     1     1     4  1.0000000E-002  0.0000000E+000  2.2686945E-002  0.0000000E+000 -4.5420260E-033  0.0000000E+000 
     1     1     5  1.0000000E-002  0.0000000E+000  2.2686945E-002  0.0000000E+000  3.6465750E-033  0.0000000E+000 
     1     1     6  1.0000000E-002  0.0000000E+000  2.2686945E-002  0.0000000E+000  4.9897205E-033  0.0000000E+000 
     1     1     7  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000 -2.3590753E-033  0.0000000E+000 
     1     1     8  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000 -1.2489464E-033  0.0000000E+000 
     1     1     9  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000  5.9302209E-033  0.0000000E+000 
     1     1    10  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000  3.2538803E-033  0.0000000E+000 
     1     1    11  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000 -4.0461525E-033  0.0000000E+000 
     2     1     1  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000  5.8522852E-017  0.0000000E+000 
     2     1     2  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000 -2.0647282E-016  0.0000000E+000 
     2     1     3  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000 -3.5416677E-018  0.0000000E+000 
     2     1     4  1.0000000E-002  0.0000000E+000  2.2686945E-002  0.0000000E+000  8.3711387E-017  0.0000000E+000 
     2     1     5  1.0000000E-002  0.0000000E+000  2.2686945E-002  0.0000000E+000  1.6957156E-016  0.0000000E+000 
     2     1     6  1.0000000E-002  0.0000000E+000  2.2686945E-002  0.0000000E+000  7.3921942E-017  0.0000000E+000 
     2     1     7  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000  1.0411822E-017  0.0000000E+000 
     2     1     8  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000 -1.7341945E-016  0.0000000E+000 
     2     1     9  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000  3.0245810E-017  0.0000000E+000 
     2     1    10  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000  6.3702907E-017  0.0000000E+000 
     2     1    11  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000  7.9314915E-017  0.0000000E+000 
     3     1     1  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000 -1.9438724E-017  0.0000000E+000 
     3     1     2  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000  4.3852451E-017  0.0000000E+000 
     3     1     3  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000  6.1127180E-018  0.0000000E+000 
     3     1     4  1.0000000E-002  0.0000000E+000  2.2686945E-002  0.0000000E+000 -1.0474666E-017  0.0000000E+000 
     3     1     5  1.0000000E-002  0.0000000E+000  2.2686945E-002  0.0000000E+000 -3.9149491E-017  0.0000000E+000 
     3     1     6  1.0000000E-002  0.0000000E+000  2.2686945E-002  0.0000000E+000 -2.3421740E-017  0.0000000E+000 
     3     1     7  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000  1.1302552E-017  0.0000000E+000 
     3     1     8  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000  6.4401729E-017  0.0000000E+000 
     3     1     9  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000 -1.8734183E-017  0.0000000E+000 
     3     1    10  1.0000000E-002  0.0000000E+000 -8.5076044E-003  0.0000000E+000 -3.3840857E-017  0.0000000E+000 
