    11     1    11                                                 
     1     1     1  0.0000000E+000  0.0000000E+000  1.1952387E+007 
     1     1     2  0.0000000E+000  0.0000000E+000  1.1952387E+007 
     1     1     3  0.0000000E+000  0.0000000E+000  1.1952387E+007 
     1     1     4  0.0000000E+000  0.0000000E+000  1.1717777E+007 
     1     1     5  0.0000000E+000  0.0000000E+000  1.1717777E+007 
     1     1     6  0.0000000E+000  0.0000000E+000  1.1717777E+007 
     1     1     7  0.0000000E+000  0.0000000E+000  1.1952387E+007 
     1     1     8  0.0000000E+000  0.0000000E+000  1.1952387E+007 
     1     1     9  0.0000000E+000  0.0000000E+000  1.1952387E+007 
     1     1    10  0.0000000E+000  0.0000000E+000  1.1952387E+007 
     1     1    11  0.0000000E+000  0.0000000E+000  1.1952387E+007 
     2     1     1  2.0339004E-008  0.0000000E+000  1.1952387E+007 
     2     1     2  1.1816003E-008  0.0000000E+000  1.1952387E+007 
     2     1     3  1.5769929E-008  0.0000000E+000  1.1952387E+007 
     2     1     4  1.0043446E-009  0.0000000E+000  1.1717777E+007 
     2     1     5  1.2023059E-009  0.0000000E+000  1.1717777E+007 
     2     1     6 -3.1373044E-010  0.0000000E+000  1.1717777E+007 
     2     1     7 -2.7767199E-008  0.0000000E+000  1.1952387E+007 
     2     1     8 -7.5660257E-009  0.0000000E+000  1.1952387E+007 
     2     1     9 -2.4327945E-008  0.0000000E+000  1.1952387E+007 
     2     1    10 -5.3187907E-009  0.0000000E+000  1.1952387E+007 
     2     1    11  1.0163138E-008  0.0000000E+000  1.1952387E+007 
     3     1     1  4.0861255E-009  0.0000000E+000  1.1952387E+007 
     3     1     2  8.3743645E-009  0.0000000E+000  1.1952387E+007 
     3     1     3  5.1148567E-009  0.0000000E+000  1.1952387E+007 
     3     1     4 -1.1907636E-009  0.0000000E+000  1.1717777E+007 
     3     1     5 -6.2030346E-010  0.0000000E+000  1.1717777E+007 
     3     1     6  6.8529748E-010  0.0000000E+000  1.1717777E+007 
     3     1     7 -3.4602326E-009  0.0000000E+000  1.1952387E+007 
     3     1     8 -1.0326561E-008  0.0000000E+000  1.1952387E+007 
     3     1     9  3.5438127E-009  0.0000000E+000  1.1952387E+007 
     3     1    10 -7.1869619E-009  0.0000000E+000  1.1952387E+007 
     3     1    11  9.0084005E-009  0.0000000E+000  1.1952387E+007 
     4     1     1  1.6647373E-008  0.0000000E+000  1.1952387E+007 
     4     1     2 -1.1354876E-009  0.0000000E+000  1.1952387E+007 
     4     1     3 -1.0024610E-008  0.0000000E+000  1.1952387E+007 
     4     1     4 -5.6570686E-010  0.0000000E+000  1.1717777E+007 
     4     1     5 -5.7525488E-010  0.0000000E+000  1.1717777E+007 
     4     1     6 -3.0707558E-010  0.0000000E+000  1.1717777E+007 
     4     1     7 -1.3633354E-008  0.0000000E+000  1.1952387E+007 
     4     1     8  6.6328356E-009  0.0000000E+000  1.1952387E+007 
     4     1     9 -3.5601533E-010  0.0000000E+000  1.1952387E+007 
     4     1    10  1.4787614E-008  0.0000000E+000  1.1952387E+007 
     4     1    11  1.6268755E-008  0.0000000E+000  1.1952387E+007 
     5     1     1 -1.5067288E-008  0.0000000E+000  1.1952387E+007 
     5     1     2  1.3732107E-008  0.0000000E+000  1.1952387E+007 
     5     1     3 -1.0774569E-008  0.0000000E+000  1.1952387E+007 
     5     1     4  1.0115941E-009  0.0000000E+000  1.1717777E+007 
     5     1     5 -1.3028122E-010  0.0000000E+000  1.1717777E+007 
     5     1     6 -8.6747983E-010  0.0000000E+000  1.1717777E+007 
     5     1     7  1.1956530E-008  0.0000000E+000  1.1952387E+007 
     5     1     8 -1.0971285E-008  0.0000000E+000  1.1952387E+007 
     5     1     9  1.8272381E-008  0.0000000E+000  1.1952387E+007 
     5     1    10 -3.6912079E-009  0.0000000E+000  1.1952387E+007 
     5     1    11  3.0787959E-009  0.0000000E+000  1.1952387E+007 
     6     1     1 -3.2640290E-009  0.0000000E+000  1.1952387E+007 
     6     1     2  2.0395706E-008  0.0000000E+000  1.1952387E+007 
     6     1     3 -1.1159088E-009  0.0000000E+000  1.1952387E+007 
     6     1     4  1.5832597E-009  0.0000000E+000  1.1717777E+007 
     6     1     5  2.0440666E-009  0.0000000E+000  1.1717777E+007 
     6     1     6 -1.0400131E-009  0.0000000E+000  1.1717777E+007 
     6     1     7  9.7277061E-010  0.0000000E+000  1.1952387E+007 
     6     1     8 -6.9108623E-009  0.0000000E+000  1.1952387E+007 
     6     1     9  1.0377312E-008  0.0000000E+000  1.1952387E+007 
     6     1    10  5.1395667E-009  0.0000000E+000  1.1952387E+007 
     6     1    11 -3.3516452E-009  0.0000000E+000  1.1952387E+007 
     7     1     1  3.2640290E-009  0.0000000E+000  1.1952387E+007 
     7     1     2 -2.0395706E-008  0.0000000E+000  1.1952387E+007 
     7     1     3  1.1159088E-009  0.0000000E+000  1.1952387E+007 
     7     1     4 -1.5832597E-009  0.0000000E+000  1.1717777E+007 
     7     1     5 -2.0440666E-009  0.0000000E+000  1.1717777E+007 
     7     1     6  1.0400131E-009  0.0000000E+000  1.1717777E+007 
     7     1     7 -9.7277061E-010  0.0000000E+000  1.1952387E+007 
     7     1     8  6.9108623E-009  0.0000000E+000  1.1952387E+007 
     7     1     9 -1.0377312E-008  0.0000000E+000  1.1952387E+007 
     7     1    10 -5.1395667E-009  0.0000000E+000  1.1952387E+007 
     7     1    11  3.3516452E-009  0.0000000E+000  1.1952387E+007 
     8     1     1  1.5067288E-008  0.0000000E+000  1.1952387E+007 
     8     1     2 -1.3732107E-008  0.0000000E+000  1.1952387E+007 
     8     1     3  1.0774569E-008  0.0000000E+000  1.1952387E+007 
     8     1     4 -1.0115941E-009  0.0000000E+000  1.1717777E+007 
     8     1     5  1.3028122E-010  0.0000000E+000  1.1717777E+007 
     8     1     6  8.6747983E-010  0.0000000E+000  1.1717777E+007 
     8     1     7 -1.1956530E-008  0.0000000E+000  1.1952387E+007 
     8     1     8  1.0971285E-008  0.0000000E+000  1.1952387E+007 
     8     1     9 -1.8272381E-008  0.0000000E+000  1.1952387E+007 
     8     1    10  3.6912079E-009  0.0000000E+000  1.1952387E+007 
     8     1    11 -3.0787959E-009  0.0000000E+000  1.1952387E+007 
     9     1     1 -1.6647373E-008  0.0000000E+000  1.1952387E+007 
     9     1     2  1.1354876E-009  0.0000000E+000  1.1952387E+007 
     9     1     3  1.0024610E-008  0.0000000E+000  1.1952387E+007 
     9     1     4  5.6570686E-010  0.0000000E+000  1.1717777E+007 
     9     1     5  5.7525488E-010  0.0000000E+000  1.1717777E+007 
     9     1     6  3.0707558E-010  0.0000000E+000  1.1717777E+007 
     9     1     7  1.3633354E-008  0.0000000E+000  1.1952387E+007 
     9     1     8 -6.6328356E-009  0.0000000E+000  1.1952387E+007 
     9     1     9  3.5601533E-010  0.0000000E+000  1.1952387E+007 
     9     1    10 -1.4787614E-008  0.0000000E+000  1.1952387E+007 
     9     1    11 -1.6268755E-008  0.0000000E+000  1.1952387E+007 
    10     1     1 -4.0861255E-009  0.0000000E+000  1.1952387E+007 
    10     1     2 -8.3743645E-009  0.0000000E+000  1.1952387E+007 
    10     1     3 -5.1148567E-009  0.0000000E+000  1.1952387E+007 
    10     1     4  1.1907636E-009  0.0000000E+000  1.1717777E+007 
    10     1     5  6.2030346E-010  0.0000000E+000  1.1717777E+007 
    10     1     6 -6.8529748E-010  0.0000000E+000  1.1717777E+007 
    10     1     7  3.4602326E-009  0.0000000E+000  1.1952387E+007 
    10     1     8  1.0326561E-008  0.0000000E+000  1.1952387E+007 
    10     1     9 -3.5438127E-009  0.0000000E+000  1.1952387E+007 
    10     1    10  7.1869619E-009  0.0000000E+000  1.1952387E+007 
    10     1    11 -9.0084005E-009  0.0000000E+000  1.1952387E+007 
    11     1     1 -2.0339004E-008  0.0000000E+000  1.1952387E+007 
    11     1     2 -1.1816003E-008  0.0000000E+000  1.1952387E+007 
    11     1     3 -1.5769929E-008  0.0000000E+000  1.1952387E+007 
    11     1     4 -1.0043446E-009  0.0000000E+000  1.1717777E+007 
    11     1     5 -1.2023059E-009  0.0000000E+000  1.1717777E+007 
    11     1     6  3.1373044E-010  0.0000000E+000  1.1717777E+007 
    11     1     7  2.7767199E-008  0.0000000E+000  1.1952387E+007 
    11     1     8  7.5660257E-009  0.0000000E+000  1.1952387E+007 
    11     1     9  2.4327945E-008  0.0000000E+000  1.1952387E+007 
    11     1    10  5.3187907E-009  0.0000000E+000  1.1952387E+007 
    11     1    11 -1.0163138E-008  0.0000000E+000  1.1952387E+007 
